city,city_ascii,city_alt,lat,lng,country,iso2,iso3,admin_name,admin_name_ascii,admin_code,admin_type,capital,density,population,population_proper,ranking,timezone,same_name,id
Port Stanley,Port Stanley,,48.5404,-122.8718,United States,US,USA,Washington,Washington,US-WA,state,,32.2,,,4,America/Los_Angeles,False,1840119965
Tokeland,Tokeland,,46.709,-123.9839,United States,US,USA,Washington,Washington,US-WA,state,,150.0,200.0,200.0,3,America/Los_Angeles,False,1840018469
Balford,Balford,,48.9346,-122.1504,United States,US,USA,Washington,Washington,US-WA,state,,35.8,,,4,America/Los_Angeles,False,1840120423
Salmon Creek,Salmon Creek,,45.7099,-122.6632,United States,US,USA,Washington,Washington,US-WA,state,,1274.0,20956.0,20956.0,3,America/Los_Angeles,False,1840018520
Leary,Leary,,48.5118,-122.4857,United States,US,USA,Washington,Washington,US-WA,state,,19.4,,,4,America/Los_Angeles,False,1840120571
Brush Prairie,Brush Prairie,,45.7251,-122.5483,United States,US,USA,Washington,Washington,US-WA,state,,132.0,2636.0,2636.0,3,America/Los_Angeles,False,1840017398
Naco,Naco,,47.277,-121.9298,United States,US,USA,Washington,Washington,US-WA,state,,136.6,,,4,America/Los_Angeles,False,1840120596
Nagrom,Nagrom,,47.2251,-121.6034,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120597
Burbank Heights,Burbank Heights,,46.2107,-119.0078,United States,US,USA,Washington,Washington,US-WA,state,,105.8,,,4,America/Los_Angeles,False,1840120199
Sifton,Sifton,,45.6726,-122.5312,United States,US,USA,Washington,Washington,US-WA,state,,1138.9,,,4,America/Los_Angeles,False,1840119590
Naches,Naches,,46.726,-120.6911,United States,US,USA,Washington,Washington,US-WA,state,,383.0,847.0,847.0,3,America/Los_Angeles,False,1840022318
Keyport,Keyport,,47.6993,-122.6232,United States,US,USA,Washington,Washington,US-WA,state,,328.0,430.0,430.0,3,America/Los_Angeles,False,1840023797
Davenport,Davenport,,47.655,-118.1519,United States,US,USA,Washington,Washington,US-WA,state,,403.0,1744.0,1744.0,3,America/Los_Angeles,False,1840018404
Lake Heights,Lake Heights,,47.559,-122.184,United States,US,USA,Washington,Washington,US-WA,state,,824.6,,,4,America/Los_Angeles,False,1840120263
Lake Forest Park,Lake Forest Park,,47.7574,-122.2865,United States,US,USA,Washington,Washington,US-WA,state,,1482.0,13504.0,13504.0,3,America/Los_Angeles,False,1840019837
Lake City,Lake City,,47.1487,-122.5512,United States,US,USA,Washington,Washington,US-WA,state,,1944.4,,,4,America/Los_Angeles,False,1840037674
Lacey,Lacey,,47.046,-122.7934,United States,US,USA,Washington,Washington,US-WA,state,,1187.0,52592.0,52592.0,3,America/Los_Angeles,False,1840019866
La Center,La Center,,45.8595,-122.6757,United States,US,USA,Washington,Washington,US-WA,state,,533.0,3404.0,3404.0,3,America/Los_Angeles,False,1840019910
Mead,Mead,,47.7795,-117.35,United States,US,USA,Washington,Washington,US-WA,state,,378.0,7114.0,7114.0,3,America/Los_Angeles,False,1840023786
Mill Creek East,Mill Creek East,,47.836,-122.1877,United States,US,USA,Washington,Washington,US-WA,state,,2107.0,24291.0,24291.0,2,America/Los_Angeles,False,1840041996
McMillin,McMillin,,47.1286,-122.2374,United States,US,USA,Washington,Washington,US-WA,state,,362.0,1551.0,1551.0,3,America/Los_Angeles,False,1840023837
Monroe North,Monroe North,,47.8828,-121.9885,United States,US,USA,Washington,Washington,US-WA,state,,282.0,1738.0,1738.0,3,America/Los_Angeles,False,1840042006
Mission Beach,Mission Beach,,48.0488,-122.2666,United States,US,USA,Washington,Washington,US-WA,state,,27.2,,,3,America/Los_Angeles,False,1840139140
Baring,Baring,,47.7661,-121.4803,United States,US,USA,Washington,Washington,US-WA,state,,59.0,162.0,162.0,3,America/Los_Angeles,False,1840017339
Matthew,Matthew,,46.5576,-118.5364,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840119881
Marketown,Marketown,,48.3259,-122.6696,United States,US,USA,Washington,Washington,US-WA,state,,508.0,,,4,America/Los_Angeles,False,1840119879
Marmac,Marmac,,47.1115,-123.1449,United States,US,USA,Washington,Washington,US-WA,state,,5.6,,,5,America/Los_Angeles,False,1840119880
Manzanita,Manzanita,,47.3507,-122.4735,United States,US,USA,Washington,Washington,US-WA,state,,82.9,,,4,America/Los_Angeles,False,1840119877
Marengo,Marengo,,46.4407,-117.7488,United States,US,USA,Washington,Washington,US-WA,state,,0.4,,,5,America/Los_Angeles,False,1840119878
Grisdale,Grisdale,,47.357,-123.6124,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840033761
Saint Urban,Saint Urban,,46.5179,-122.8865,United States,US,USA,Washington,Washington,US-WA,state,,41.0,,,4,America/Los_Angeles,False,1840120388
Baker-Langdon,Baker-Langdon,,46.0246,-118.3247,United States,US,USA,Washington,Washington,US-WA,state,,37.1,,,4,America/Los_Angeles,False,1840120190
Avondale,Avondale,,47.7032,-122.0929,United States,US,USA,Washington,Washington,US-WA,state,,1326.2,,,4,America/Los_Angeles,False,1840120188
Austin,Austin,,47.9915,-122.5399,United States,US,USA,Washington,Washington,US-WA,state,,92.5,,,4,America/Los_Angeles,False,1840143541
Auburn,Auburn,,47.3039,-122.2108,United States,US,USA,Washington,Washington,US-WA,state,,1063.0,81464.0,81464.0,3,America/Los_Angeles,False,1840018416
Saxon,Saxon,,48.6876,-122.1888,United States,US,USA,Washington,Washington,US-WA,state,,43.0,,,4,America/Los_Angeles,False,1840120644
East Cathlamet,East Cathlamet,,46.1968,-123.358,United States,US,USA,Washington,Washington,US-WA,state,,115.0,512.0,512.0,3,America/Los_Angeles,False,1840037849
Dartford,Dartford,,47.7846,-117.4169,United States,US,USA,Washington,Washington,US-WA,state,,133.4,,,4,America/Los_Angeles,False,1840120217
Cunningham,Cunningham,,46.8221,-118.8064,United States,US,USA,Washington,Washington,US-WA,state,,8.3,,,5,America/Los_Angeles,False,1840037636
Springdale,Springdale,,48.0572,-117.7466,United States,US,USA,Washington,Washington,US-WA,state,,102.0,300.0,300.0,3,America/Los_Angeles,False,1840022275
Preston,Preston,,47.5237,-121.9271,United States,US,USA,Washington,Washington,US-WA,state,,160.2,,,4,America/Los_Angeles,False,1840037806
Elk Creek,Elk Creek,,46.6648,-123.4471,United States,US,USA,Washington,Washington,US-WA,state,,0.2,,,5,America/Los_Angeles,False,1840119740
Elwood,Elwood,,46.3821,-118.5153,United States,US,USA,Washington,Washington,US-WA,state,,0.3,,,5,America/Los_Angeles,False,1840119742
Elliott,Elliott,,47.4657,-122.1398,United States,US,USA,Washington,Washington,US-WA,state,,1484.1,,,4,America/Los_Angeles,False,1840119741
Emerald,Emerald,,46.3026,-120.0814,United States,US,USA,Washington,Washington,US-WA,state,,17.3,,,4,America/Los_Angeles,False,1840119743
Ennis,Ennis,,46.2374,-118.3691,United States,US,USA,Washington,Washington,US-WA,state,,0.2,,,5,America/Los_Angeles,False,1840119744
Essex,Essex,,46.804,-123.0065,United States,US,USA,Washington,Washington,US-WA,state,,41.8,,,4,America/Los_Angeles,False,1840119745
Espanola,Espanola,,47.6032,-117.7416,United States,US,USA,Washington,Washington,US-WA,state,,19.2,,,4,America/Los_Angeles,False,1840037547
Fircrest,Fircrest,,47.2307,-122.5157,United States,US,USA,Washington,Washington,US-WA,state,,1666.0,6835.0,6835.0,3,America/Los_Angeles,False,1840019854
Locke,Locke,,48.4266,-117.3177,United States,US,USA,Washington,Washington,US-WA,state,,2.4,,,5,America/Los_Angeles,False,1840120576
Edison Station,Edison Station,,48.5657,-122.4221,United States,US,USA,Washington,Washington,US-WA,state,,42.6,,,4,America/Los_Angeles,False,1840120500
Daisy,Daisy,,48.3613,-118.16,United States,US,USA,Washington,Washington,US-WA,state,,21.8,,,4,America/Los_Angeles,False,1840037760
Winesap,Winesap,,47.7596,-120.2001,United States,US,USA,Washington,Washington,US-WA,state,,0.7,,,5,America/Los_Angeles,False,1840120704
Walters,Walters,,47.0413,-117.1063,United States,US,USA,Washington,Washington,US-WA,state,,0.6,,,5,America/Los_Angeles,False,1840120102
Wahluke,Wahluke,,46.7096,-119.5423,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120098
Wahl,Wahl,,48.8362,-122.3643,United States,US,USA,Washington,Washington,US-WA,state,,44.7,,,4,America/Los_Angeles,False,1840120097
Wacota,Wacota,,46.6579,-118.4936,United States,US,USA,Washington,Washington,US-WA,state,,0.4,,,5,America/Los_Angeles,False,1840120096
Voltage,Voltage,,47.3482,-120.0964,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120095
Wallner,Wallner,,47.2649,-117.0605,United States,US,USA,Washington,Washington,US-WA,state,,0.4,,,5,America/Los_Angeles,False,1840120100
Walker,Walker,,46.4304,-118.6314,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120099
Waldron,Waldron,,48.6876,-123.0369,United States,US,USA,Washington,Washington,US-WA,state,,7.8,,,5,America/Los_Angeles,False,1840037599
Wakefield,Wakefield,,48.2024,-119.7103,United States,US,USA,Washington,Washington,US-WA,state,,35.8,,,4,America/Los_Angeles,False,1840120687
Downing,Downing,,48.0421,-119.6931,United States,US,USA,Washington,Washington,US-WA,state,,123.6,,,4,America/Los_Angeles,False,1840120732
Marietta-Alderwood,Marietta-Alderwood,,48.7932,-122.5566,United States,US,USA,Washington,Washington,US-WA,state,,268.0,4086.0,4086.0,3,America/Los_Angeles,False,1840073928
Maple Falls,Maple Falls,,48.9135,-122.1048,United States,US,USA,Washington,Washington,US-WA,state,,22.0,146.0,146.0,3,America/Los_Angeles,False,1840017290
Maple Heights-Lake Desire,Maple Heights-Lake Desire,,47.4441,-122.0973,United States,US,USA,Washington,Washington,US-WA,state,,344.0,3641.0,3641.0,3,America/Los_Angeles,False,1840073925
Marblemount,Marblemount,,48.5379,-121.4346,United States,US,USA,Washington,Washington,US-WA,state,,12.0,68.0,68.0,3,America/Los_Angeles,False,1840017315
Rowan,Rowan,,48.274,-121.8526,United States,US,USA,Washington,Washington,US-WA,state,,6.4,,,5,America/Los_Angeles,False,1840120640
Lyman,Lyman,,48.523,-122.0634,United States,US,USA,Washington,Washington,US-WA,state,,272.0,473.0,473.0,3,America/Los_Angeles,False,1840021069
Poulsbo,Poulsbo,,47.7417,-122.6407,United States,US,USA,Washington,Washington,US-WA,state,,910.0,11168.0,11168.0,3,America/Los_Angeles,False,1840019822
Rochester,Rochester,,46.8288,-123.0722,United States,US,USA,Washington,Washington,US-WA,state,,517.0,3126.0,3126.0,3,America/Los_Angeles,False,1840018459
Beverly,Beverly,,46.8348,-119.9303,United States,US,USA,Washington,Washington,US-WA,state,,205.8,,,3,America/Los_Angeles,False,1840037491
Ford,Ford,,47.9082,-117.8058,United States,US,USA,Washington,Washington,US-WA,state,,2.6,,,5,America/Los_Angeles,False,1840037496
Redmond,Redmond,,47.6762,-122.1169,United States,US,USA,Washington,Washington,US-WA,state,,1676.0,71929.0,71929.0,3,America/Los_Angeles,False,1840019835
Rainier,Rainier,,46.8917,-122.6867,United States,US,USA,Washington,Washington,US-WA,state,,509.0,2287.0,2287.0,3,America/Los_Angeles,False,1840021147
George,George,,47.0846,-119.86,United States,US,USA,Washington,Washington,US-WA,state,,144.0,516.0,516.0,3,America/Los_Angeles,False,1840019814
Gig Harbor,Gig Harbor,,47.3353,-122.5964,United States,US,USA,Washington,Washington,US-WA,state,,701.0,10717.0,10717.0,3,America/Los_Angeles,False,1840019855
Pocahontas Bay,Pocahontas Bay,,48.0288,-117.3738,United States,US,USA,Washington,Washington,US-WA,state,,51.8,,,4,America/Los_Angeles,False,1840120626
Rexville,Rexville,,48.3654,-122.4257,United States,US,USA,Washington,Washington,US-WA,state,,53.4,,,4,America/Los_Angeles,False,1840120722
Eaglemount,Eaglemount,,47.9698,-122.8496,United States,US,USA,Washington,Washington,US-WA,state,,14.2,,,4,America/Los_Angeles,False,1840120496
Fredonia,Fredonia,,48.4462,-122.4441,United States,US,USA,Washington,Washington,US-WA,state,,10.7,,,4,America/Los_Angeles,False,1840120517
Country Homes,Country Homes,,47.7478,-117.4196,United States,US,USA,Washington,Washington,US-WA,state,,1430.0,6117.0,6117.0,3,America/Los_Angeles,False,1840017334
Avon,Avon,,48.4423,-122.3785,United States,US,USA,Washington,Washington,US-WA,state,,216.7,,,4,America/Los_Angeles,False,1840120420
Crane,Crane,,48.1068,-123.321,United States,US,USA,Washington,Washington,US-WA,state,,173.1,,,4,America/Los_Angeles,False,1840120471
Coal Creek,Coal Creek,,47.5368,-122.129,United States,US,USA,Washington,Washington,US-WA,state,,723.3,,,4,America/Los_Angeles,False,1840119602
Lexington,Lexington,,46.1894,-122.9126,United States,US,USA,Washington,Washington,US-WA,state,,1838.3,,,3,America/Los_Angeles,False,1840037677
Lemolo,Lemolo,,47.7118,-122.6224,United States,US,USA,Washington,Washington,US-WA,state,,386.8,,,4,America/Los_Angeles,False,1840120269
Sine,Sine,,47.0315,-123.2646,United States,US,USA,Washington,Washington,US-WA,state,,9.5,,,5,America/Los_Angeles,False,1840120029
Silvana Terraces,Silvana Terraces,,48.2026,-122.2835,United States,US,USA,Washington,Washington,US-WA,state,,68.2,,,4,America/Los_Angeles,False,1840120027
Sightly,Sightly,,46.2998,-122.7084,United States,US,USA,Washington,Washington,US-WA,state,,44.7,,,4,America/Los_Angeles,False,1840120026
Sieler,Sieler,,47.0676,-119.177,United States,US,USA,Washington,Washington,US-WA,state,,5.5,,,5,America/Los_Angeles,False,1840120025
Shreck,Shreck,,46.6974,-117.8874,United States,US,USA,Washington,Washington,US-WA,state,,0.5,,,5,America/Los_Angeles,False,1840120024
Skagit City,Skagit City,,48.3834,-122.3629,United States,US,USA,Washington,Washington,US-WA,state,,22.4,,,4,America/Los_Angeles,False,1840120031
Sisco,Sisco,,48.1276,-122.1371,United States,US,USA,Washington,Washington,US-WA,state,,75.4,,,4,America/Los_Angeles,False,1840120030
Kangley,Kangley,,47.3618,-121.8801,United States,US,USA,Washington,Washington,US-WA,state,,49.9,,,4,America/Los_Angeles,False,1840037782
Yeomalt,Yeomalt,,47.6345,-122.494,United States,US,USA,Washington,Washington,US-WA,state,,458.8,,,4,America/Los_Angeles,False,1840120367
Withrow,Withrow,,47.7049,-119.8087,United States,US,USA,Washington,Washington,US-WA,state,,39.9,,,4,America/Los_Angeles,False,1840037728
Woodland,Woodland,,45.9145,-122.7506,United States,US,USA,Washington,Washington,US-WA,state,,609.0,6911.0,6495.0,3,America/Los_Angeles,False,1840021181
Woodway,Woodway,,47.7904,-122.3851,United States,US,USA,Washington,Washington,US-WA,state,,459.0,1391.0,1391.0,3,America/Los_Angeles,False,1840037730
Yelm,Yelm,,46.9398,-122.6261,United States,US,USA,Washington,Washington,US-WA,state,,640.0,17103.0,9456.0,3,America/Los_Angeles,False,1840021146
Clearwater,Clearwater,,47.5776,-124.2946,United States,US,USA,Washington,Washington,US-WA,state,,1.5,,,5,America/Los_Angeles,False,1840120462
Nelson,Nelson,,47.1937,-121.0531,United States,US,USA,Washington,Washington,US-WA,state,,17.3,,,4,America/Los_Angeles,False,1840120600
Almira,Almira,,47.7107,-118.9368,United States,US,USA,Washington,Washington,US-WA,state,,210.0,280.0,280.0,3,America/Los_Angeles,False,1840021108
Sudden Valley,Sudden Valley,,48.7199,-122.3468,United States,US,USA,Washington,Washington,US-WA,state,,498.0,8072.0,8072.0,3,America/Los_Angeles,False,1840037740
Tenino,Tenino,,46.8537,-122.8607,United States,US,USA,Washington,Washington,US-WA,state,,498.0,1865.0,1865.0,3,America/Los_Angeles,False,1840021144
McVan,McVan,,47.4512,-122.289,United States,US,USA,Washington,Washington,US-WA,state,,2447.1,,,4,America/Los_Angeles,False,1840120282
McMurray,McMurray,,48.3162,-122.2354,United States,US,USA,Washington,Washington,US-WA,state,,77.5,,,4,America/Los_Angeles,False,1840037682
McLoughlin,McLoughlin,,45.6107,-122.6009,United States,US,USA,Washington,Washington,US-WA,state,,774.0,,,4,America/Los_Angeles,False,1840120281
McKees Beach,McKees Beach,,48.1273,-122.3635,United States,US,USA,Washington,Washington,US-WA,state,,78.4,,,4,America/Los_Angeles,False,1840120280
Furport,Furport,,48.2418,-117.176,United States,US,USA,Washington,Washington,US-WA,state,,13.7,,,4,America/Los_Angeles,False,1840120520
Riverside,Riverside,,48.5049,-119.51,United States,US,USA,Washington,Washington,US-WA,state,,118.0,273.0,273.0,3,America/Los_Angeles,False,1840021059
Ahtanum,Ahtanum,,46.5583,-120.611,United States,US,USA,Washington,Washington,US-WA,state,,187.0,3356.0,3356.0,3,America/Los_Angeles,False,1840017368
Crescent,Crescent,,48.0945,-123.8071,United States,US,USA,Washington,Washington,US-WA,state,,2.0,,,5,America/Los_Angeles,False,1840120473
Snoqualmie Pass,Snoqualmie Pass,,47.4014,-121.4109,United States,US,USA,Washington,Washington,US-WA,state,,43.0,332.0,332.0,3,America/Los_Angeles,False,1840037862
Spee-Bi-Dah,Spee-Bi-Dah,,48.0976,-122.3297,United States,US,USA,Washington,Washington,US-WA,state,,108.5,,,3,America/Los_Angeles,False,1840139159
Spring Beach,Spring Beach,,47.3493,-122.5271,United States,US,USA,Washington,Washington,US-WA,state,,45.4,,,4,America/Los_Angeles,False,1840120336
Hooper,Hooper,,46.7543,-118.148,United States,US,USA,Washington,Washington,US-WA,state,,0.5,,,5,America/Los_Angeles,False,1840119579
Nooksack,Nooksack,,48.9276,-122.3211,United States,US,USA,Washington,Washington,US-WA,state,,898.0,1631.0,1631.0,3,America/Los_Angeles,False,1840019753
Arlington,Arlington,,48.1698,-122.1443,United States,US,USA,Washington,Washington,US-WA,state,,815.0,20523.0,20523.0,3,America/Los_Angeles,False,1840018378
Normandy Park,Normandy Park,,47.4343,-122.3436,United States,US,USA,Washington,Washington,US-WA,state,,1020.0,6604.0,6604.0,3,America/Los_Angeles,False,1840019832
Arden,Arden,,48.4602,-117.8764,United States,US,USA,Washington,Washington,US-WA,state,,134.3,,,4,America/Los_Angeles,False,1840120419
Ardenvoir,Ardenvoir,,47.7373,-120.369,United States,US,USA,Washington,Washington,US-WA,state,,83.7,,,4,America/Los_Angeles,False,1840037742
Lochsloy,Lochsloy,,48.0597,-122.0411,United States,US,USA,Washington,Washington,US-WA,state,,153.0,2973.0,2973.0,3,America/Los_Angeles,False,1840037500
Lyle,Lyle,,45.6955,-121.2805,United States,US,USA,Washington,Washington,US-WA,state,,253.0,464.0,464.0,3,America/Los_Angeles,False,1840017402
Pasco,Pasco,,46.2506,-119.1304,United States,US,USA,Washington,Washington,US-WA,state,,858.0,75432.0,75432.0,3,America/Los_Angeles,False,1840019888
Pateros,Pateros,,48.0536,-119.8994,United States,US,USA,Washington,Washington,US-WA,state,,546.0,714.0,714.0,3,America/Los_Angeles,False,1840019763
North Bend,North Bend,,47.49,-121.7742,United States,US,USA,Washington,Washington,US-WA,state,,659.0,7423.0,7423.0,3,America/Los_Angeles,False,1840019833
Hartline,Hartline,,47.6895,-119.1081,United States,US,USA,Washington,Washington,US-WA,state,,178.0,154.0,154.0,3,America/Los_Angeles,False,1840021105
Spanaway,Spanaway,,47.0979,-122.4233,United States,US,USA,Washington,Washington,US-WA,state,,1437.0,32575.0,32575.0,3,America/Los_Angeles,False,1840018451
Waitsburg,Waitsburg,,46.2696,-118.151,United States,US,USA,Washington,Washington,US-WA,state,,400.0,1231.0,1231.0,3,America/Los_Angeles,False,1840021173
Gilmer,Gilmer,,45.8712,-121.4654,United States,US,USA,Washington,Washington,US-WA,state,,3.3,,,5,America/Los_Angeles,False,1840120525
Ireland,Ireland,,45.6593,-122.3723,United States,US,USA,Washington,Washington,US-WA,state,,85.8,,,4,America/Los_Angeles,False,1840120551
Blueslide,Blueslide,,48.5563,-117.3458,United States,US,USA,Washington,Washington,US-WA,state,,7.3,,,5,America/Los_Angeles,False,1840120440
Cathan,Cathan,,48.1118,-122.2822,United States,US,USA,Washington,Washington,US-WA,state,,128.9,,,3,America/Los_Angeles,False,1840135560
Cathcart,Cathcart,,47.8525,-122.1058,United States,US,USA,Washington,Washington,US-WA,state,,242.0,2426.0,2426.0,3,America/Los_Angeles,False,1840017324
Chester,Chester,,47.618,-117.2505,United States,US,USA,Washington,Washington,US-WA,state,,1041.9,,,4,America/Los_Angeles,False,1840119568
Lake Roesiger,Lake Roesiger,,47.9839,-121.9129,United States,US,USA,Washington,Washington,US-WA,state,,63.0,648.0,648.0,3,America/Los_Angeles,False,1840037853
Lake Marcel-Stillwater,Lake Marcel-Stillwater,,47.6926,-121.9152,United States,US,USA,Washington,Washington,US-WA,state,,411.0,1360.0,1360.0,3,America/Los_Angeles,False,1840074241
Lake McMurray,Lake McMurray,,48.313,-122.2317,United States,US,USA,Washington,Washington,US-WA,state,,73.0,154.0,154.0,3,America/Los_Angeles,False,1840037893
Lake Morton-Berrydale,Lake Morton-Berrydale,,47.3325,-122.1032,United States,US,USA,Washington,Washington,US-WA,state,,344.0,11001.0,11001.0,3,America/Los_Angeles,False,1840074253
Palm Lake,Palm Lake,,47.2179,-118.0147,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120155
Mockonema,Mockonema,,46.8774,-117.4419,United States,US,USA,Washington,Washington,US-WA,state,,1.1,,,5,America/Los_Angeles,False,1840120150
Surprise Valley,Surprise Valley,,46.9304,-122.2329,United States,US,USA,Washington,Washington,US-WA,state,,0.1,,,5,America/Los_Angeles,False,1840120666
Burlington,Burlington,,48.4676,-122.3298,United States,US,USA,Washington,Washington,US-WA,state,,832.0,9224.0,9224.0,3,America/Los_Angeles,False,1840018367
Central Ferry,Central Ferry,,46.6265,-117.8185,United States,US,USA,Washington,Washington,US-WA,state,,0.3,,,5,America/Los_Angeles,False,1840120735
Robe,Robe,,48.0973,-121.8135,United States,US,USA,Washington,Washington,US-WA,state,,38.7,,,4,America/Los_Angeles,False,1840037811
Greenbank,Greenbank,,48.0982,-122.5729,United States,US,USA,Washington,Washington,US-WA,state,,96.8,,,4,America/Los_Angeles,False,1840037497
North Creek,North Creek,,47.816,-122.1796,United States,US,USA,Washington,Washington,US-WA,state,,722.7,,,3,America/Los_Angeles,False,1840136385
Carnation,Carnation,,47.6442,-121.9041,United States,US,USA,Washington,Washington,US-WA,state,,767.0,2282.0,2282.0,3,America/Los_Angeles,False,1840018421
Union Gap,Union Gap,,46.5566,-120.4977,United States,US,USA,Washington,Washington,US-WA,state,,428.0,6200.0,6200.0,3,America/Los_Angeles,False,1840021152
Valleyford,Valleyford,,47.5318,-117.2391,United States,US,USA,Washington,Washington,US-WA,state,,166.3,,,4,America/Los_Angeles,False,1840120350
South Beach,South Beach,,48.9773,-123.0505,United States,US,USA,Washington,Washington,US-WA,state,,117.0,,,4,America/Los_Angeles,False,1840120330
South Bay,South Bay,,47.0804,-122.846,United States,US,USA,Washington,Washington,US-WA,state,,230.1,,,4,America/Los_Angeles,False,1840120329
South Colby,South Colby,,47.522,-122.5374,United States,US,USA,Washington,Washington,US-WA,state,,303.6,,,4,America/Los_Angeles,False,1840120332
South Seattle,South Seattle,,47.5615,-122.3129,United States,US,USA,Washington,Washington,US-WA,state,,2200.9,,,4,America/Los_Angeles,False,1840120333
Southern Heights,Southern Heights,,47.4957,-122.3093,United States,US,USA,Washington,Washington,US-WA,state,,2262.2,,,4,America/Los_Angeles,False,1840120334
Forks,Forks,,47.9528,-124.3904,United States,US,USA,Washington,Washington,US-WA,state,,364.0,4327.0,3880.0,3,America/Los_Angeles,False,1840019781
Allen,Allen,,48.5165,-122.3771,United States,US,USA,Washington,Washington,US-WA,state,,104.2,,,4,America/Los_Angeles,False,1840120754
Richland,Richland,,46.2824,-119.2938,United States,US,USA,Washington,Washington,US-WA,state,,573.0,58225.0,58225.0,3,America/Los_Angeles,False,1840019889
Birch,Birch,,47.2245,-121.9693,United States,US,USA,Washington,Washington,US-WA,state,,81.0,,,4,America/Los_Angeles,False,1840120438
Calispell,Calispell,,48.3438,-117.3005,United States,US,USA,Washington,Washington,US-WA,state,,11.2,,,4,America/Los_Angeles,False,1840120447
Bothell West,Bothell West,,47.8056,-122.2401,United States,US,USA,Washington,Washington,US-WA,state,,1965.0,21115.0,21115.0,3,America/Los_Angeles,False,1840041906
Frisken Wye,Frisken Wye,,47.2343,-123.4827,United States,US,USA,Washington,Washington,US-WA,state,,4.2,,,5,America/Los_Angeles,False,1840120518
Addy,Addy,,48.3588,-117.8372,United States,US,USA,Washington,Washington,US-WA,state,,142.0,130.0,130.0,3,America/Los_Angeles,False,1840025238
Pearson Eddy,Pearson Eddy,,47.7926,-121.9979,United States,US,USA,Washington,Washington,US-WA,state,,3.8,,,5,America/Los_Angeles,False,1840120621
Berne,Berne,,47.7698,-120.9809,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120435
Hope,Hope,,47.2379,-122.6024,United States,US,USA,Washington,Washington,US-WA,state,,231.3,,,4,America/Los_Angeles,False,1840119823
Hoogdal,Hoogdal,,48.5582,-122.2593,United States,US,USA,Washington,Washington,US-WA,state,,67.2,,,4,America/Los_Angeles,False,1840119820
Hutton Settlement,Hutton Settlement,,47.7013,-117.266,United States,US,USA,Washington,Washington,US-WA,state,,48.2,,,4,America/Los_Angeles,False,1840119826
Dewatto,Dewatto,,47.4523,-123.0715,United States,US,USA,Washington,Washington,US-WA,state,,6.7,,,5,America/Los_Angeles,False,1840120483
Delphi,Delphi,,46.979,-123.0188,United States,US,USA,Washington,Washington,US-WA,state,,86.2,,,4,America/Los_Angeles,False,1840120174
Lynden,Lynden,,48.9502,-122.4545,United States,US,USA,Washington,Washington,US-WA,state,,1084.0,18512.0,15223.0,3,America/Los_Angeles,False,1840019752
Maytown,Maytown,,46.8976,-122.9435,United States,US,USA,Washington,Washington,US-WA,state,,80.9,,,4,America/Los_Angeles,False,1840120745
Caledonia,Caledonia,,47.3093,-122.4312,United States,US,USA,Washington,Washington,US-WA,state,,1168.3,,,4,America/Los_Angeles,False,1840120746
Sumas,Sumas,,48.9956,-122.2695,United States,US,USA,Washington,Washington,US-WA,state,,403.0,1534.0,1534.0,3,America/Los_Angeles,False,1840021045
Redd,Redd,,46.3471,-118.7581,United States,US,USA,Washington,Washington,US-WA,state,,0.3,,,5,America/Los_Angeles,False,1840120402
Varna,Varna,,46.2896,-118.0822,United States,US,USA,Washington,Washington,US-WA,state,,5.8,,,5,America/Los_Angeles,False,1840120087
Meadow Glade,Meadow Glade,,45.7523,-122.5616,United States,US,USA,Washington,Washington,US-WA,state,,303.0,2859.0,2859.0,3,America/Los_Angeles,False,1840018517
Peone,Peone,,47.8021,-117.2291,United States,US,USA,Washington,Washington,US-WA,state,,34.4,,,4,America/Los_Angeles,False,1840119951
Peola,Peola,,46.309,-117.483,United States,US,USA,Washington,Washington,US-WA,state,,0.2,,,5,America/Los_Angeles,False,1840119950
Pedigo,Pedigo,,46.0782,-118.4402,United States,US,USA,Washington,Washington,US-WA,state,,4.1,,,5,America/Los_Angeles,False,1840119949
Pifer,Pifer,,47.2552,-118.085,United States,US,USA,Washington,Washington,US-WA,state,,1.3,,,5,America/Los_Angeles,False,1840119954
Pickard,Pickard,,46.4257,-118.4264,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840119952
Ronald,Ronald,,47.2338,-121.0335,United States,US,USA,Washington,Washington,US-WA,state,,42.0,103.0,103.0,3,America/Los_Angeles,False,1840018438
Roosevelt,Roosevelt,,45.7476,-120.2161,United States,US,USA,Washington,Washington,US-WA,state,,11.0,117.0,117.0,3,America/Los_Angeles,False,1840136623
