city,city_ascii,city_alt,lat,lng,country,iso2,iso3,admin_name,admin_name_ascii,admin_code,admin_type,capital,density,population,population_proper,ranking,timezone,same_name,id
Saint Helens,Saint Helens,,46.3443,-122.5287,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120643
Creosote,Creosote,,47.6143,-122.504,United States,US,USA,Washington,Washington,US-WA,state,,395.2,,,4,America/Los_Angeles,False,1840119569
Bridgeport,Bridgeport,,48.0066,-119.6722,United States,US,USA,Washington,Washington,US-WA,state,,955.0,2613.0,2613.0,3,America/Los_Angeles,False,1840018387
Dabob,Dabob,,47.847,-122.8043,United States,US,USA,Washington,Washington,US-WA,state,,16.7,,,4,America/Los_Angeles,False,1840120476
Winston,Winston,,46.4857,-122.5221,United States,US,USA,Washington,Washington,US-WA,state,,20.9,,,4,America/Los_Angeles,False,1840120705
Winthrop,Winthrop,,48.4717,-120.179,United States,US,USA,Washington,Washington,US-WA,state,,195.0,472.0,472.0,3,America/Los_Angeles,False,1840022272
West Fairfield,West Fairfield,,47.3707,-117.2213,United States,US,USA,Washington,Washington,US-WA,state,,3.1,,,5,America/Los_Angeles,False,1840120110
West Warden,West Warden,,46.9674,-119.0617,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120111
Walville,Walville,,46.5529,-123.3551,United States,US,USA,Washington,Washington,US-WA,state,,5.4,,,5,America/Los_Angeles,False,1840120103
Warren,Warren,,47.282,-122.6524,United States,US,USA,Washington,Washington,US-WA,state,,491.7,,,4,America/Los_Angeles,False,1840120104
Weber,Weber,,47.084,-118.9389,United States,US,USA,Washington,Washington,US-WA,state,,2.8,,,5,America/Los_Angeles,False,1840120106
Manchester,Manchester,,47.5519,-122.5517,United States,US,USA,Washington,Washington,US-WA,state,,749.0,5673.0,5673.0,3,America/Los_Angeles,False,1840017336
Fort Rains,Fort Rains,,45.6526,-121.9184,United States,US,USA,Washington,Washington,US-WA,state,,3.2,,,5,America/Los_Angeles,False,1840119573
Connell,Connell,,46.6622,-118.8404,United States,US,USA,Washington,Washington,US-WA,state,,278.0,5545.0,5545.0,3,America/Los_Angeles,False,1840018479
Lamont,Lamont,,47.2007,-117.9049,United States,US,USA,Washington,Washington,US-WA,state,,98.0,74.0,74.0,3,America/Los_Angeles,False,1840021142
Raymond,Raymond,,46.6839,-123.738,United States,US,USA,Washington,Washington,US-WA,state,,282.0,4241.0,2994.0,3,America/Los_Angeles,False,1840019881
Mill A,Mill A,,45.7568,-121.6504,United States,US,USA,Washington,Washington,US-WA,state,,64.7,,,4,America/Los_Angeles,False,1840120588
Othello,Othello,,46.8221,-119.1652,United States,US,USA,Washington,Washington,US-WA,state,,814.0,12761.0,8386.0,3,America/Los_Angeles,False,1840019862
Otis Orchards-East Farms,Otis Orchards-East Farms,,47.703,-117.0854,United States,US,USA,Washington,Washington,US-WA,state,,310.0,6466.0,6466.0,3,America/Los_Angeles,False,1840037126
Oso,Oso,,48.2836,-121.9237,United States,US,USA,Washington,Washington,US-WA,state,,44.0,326.0,326.0,3,America/Los_Angeles,False,1840018374
Sundale,Sundale,,45.7199,-120.3178,United States,US,USA,Washington,Washington,US-WA,state,,7.4,,,5,America/Los_Angeles,False,1840119594
Cliffdell,Cliffdell,,46.9213,-121.042,United States,US,USA,Washington,Washington,US-WA,state,,28.0,130.0,130.0,3,America/Los_Angeles,False,1840023851
Clearview,Clearview,,47.8292,-122.1452,United States,US,USA,Washington,Washington,US-WA,state,,302.0,3630.0,3630.0,3,America/Los_Angeles,False,1840023773
Lucia,Lucia,,45.8382,-122.4345,United States,US,USA,Washington,Washington,US-WA,state,,42.3,,,4,America/Los_Angeles,False,1840120578
Reardan,Reardan,,47.6697,-117.8779,United States,US,USA,Washington,Washington,US-WA,state,,474.0,610.0,610.0,3,America/Los_Angeles,False,1840021110
Garfield,Garfield,,47.0103,-117.1395,United States,US,USA,Washington,Washington,US-WA,state,,250.0,609.0,609.0,3,America/Los_Angeles,False,1840021141
White Horse,White Horse,,48.2687,-121.7062,United States,US,USA,Washington,Washington,US-WA,state,,85.6,,,4,America/Los_Angeles,False,1840120697
Nile,Nile,,46.8368,-120.9455,United States,US,USA,Washington,Washington,US-WA,state,,36.0,73.0,73.0,3,America/Los_Angeles,False,1840023854
Pacific Beach,Pacific Beach,,47.215,-124.1967,United States,US,USA,Washington,Washington,US-WA,state,,88.0,278.0,278.0,3,America/Los_Angeles,False,1840023817
North Puyallup,North Puyallup,,47.2015,-122.2743,United States,US,USA,Washington,Washington,US-WA,state,,710.0,1930.0,1930.0,3,America/Los_Angeles,False,1840037690
Northwest Stanwood,Northwest Stanwood,,48.2623,-122.3501,United States,US,USA,Washington,Washington,US-WA,state,,68.0,126.0,126.0,3,America/Los_Angeles,False,1840042009
Spokane Valley,Spokane Valley,,47.6626,-117.2346,United States,US,USA,Washington,Washington,US-WA,state,,1034.0,101060.0,101060.0,2,America/Los_Angeles,False,1840021094
Spokane,Spokane,,47.6671,-117.433,United States,US,USA,Washington,Washington,US-WA,state,,1247.0,412275.0,222081.0,2,America/Los_Angeles,False,1840021093
Hockinson,Hockinson,,45.7302,-122.4833,United States,US,USA,Washington,Washington,US-WA,state,,150.0,5355.0,5355.0,3,America/Los_Angeles,False,1840017399
Hobart,Hobart,,47.412,-121.996,United States,US,USA,Washington,Washington,US-WA,state,,149.0,7262.0,7262.0,3,America/Los_Angeles,False,1840017344
Seven Mile,Seven Mile,,47.7421,-117.5113,United States,US,USA,Washington,Washington,US-WA,state,,388.7,,,4,America/Los_Angeles,False,1840120019
Shawnee,Shawnee,,47.3843,-122.4807,United States,US,USA,Washington,Washington,US-WA,state,,104.1,,,4,America/Los_Angeles,False,1840120020
Seatons Grove,Seatons Grove,,48.0238,-118.9511,United States,US,USA,Washington,Washington,US-WA,state,,22.6,,,4,America/Los_Angeles,False,1840120015
Sherman,Sherman,,47.8274,-118.605,United States,US,USA,Washington,Washington,US-WA,state,,0.8,,,5,America/Los_Angeles,False,1840120022
Shore Acres,Shore Acres,,47.3104,-122.5715,United States,US,USA,Washington,Washington,US-WA,state,,787.0,,,4,America/Los_Angeles,False,1840037590
Sammamish,Sammamish,,47.6017,-122.0416,United States,US,USA,Washington,Washington,US-WA,state,,1245.0,65892.0,65892.0,3,America/Los_Angeles,False,1840021115
San de Fuca,San de Fuca,,48.2351,-122.7232,United States,US,USA,Washington,Washington,US-WA,state,,125.8,,,4,America/Los_Angeles,False,1840037739
Sixprong,Sixprong,,45.8574,-120.0337,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120389
Lilliwaup,Lilliwaup,,47.4634,-123.1143,United States,US,USA,Washington,Washington,US-WA,state,,34.3,,,4,America/Los_Angeles,False,1840037788
Silverdale,Silverdale,,47.6663,-122.6828,United States,US,USA,Washington,Washington,US-WA,state,,662.0,21677.0,21677.0,3,America/Los_Angeles,False,1840018406
Skokomish,Skokomish,,47.3298,-123.1579,United States,US,USA,Washington,Washington,US-WA,state,,35.0,609.0,609.0,3,America/Los_Angeles,False,1840018433
Star Lake,Star Lake,,47.3579,-122.2915,United States,US,USA,Washington,Washington,US-WA,state,,1589.2,,,4,America/Los_Angeles,False,1840120337
Whitstran,Whitstran,,46.2354,-119.7056,United States,US,USA,Washington,Washington,US-WA,state,,122.2,,,4,America/Los_Angeles,False,1840120366
White Salmon,White Salmon,,45.7283,-121.4856,United States,US,USA,Washington,Washington,US-WA,state,,690.0,2691.0,2691.0,3,America/Los_Angeles,False,1840021191
White,White,,47.7076,-122.0887,United States,US,USA,Washington,Washington,US-WA,state,,300.3,,,4,America/Los_Angeles,False,1840120365
Wilson Creek,Wilson Creek,,47.4231,-119.1176,United States,US,USA,Washington,Washington,US-WA,state,,85.0,215.0,215.0,3,America/Los_Angeles,False,1840022294
Bainbridge Island,Bainbridge Island,,47.6439,-122.5434,United States,US,USA,Washington,Washington,US-WA,state,,353.0,25298.0,25298.0,3,America/Los_Angeles,False,1840018409
Hilltop,Hilltop,,47.5545,-122.1421,United States,US,USA,Washington,Washington,US-WA,state,,1081.5,,,4,America/Los_Angeles,False,1840120245
Highland Heights,Highland Heights,,47.217,-124.203,United States,US,USA,Washington,Washington,US-WA,state,,47.1,,,4,America/Los_Angeles,False,1840120244
Cusick,Cusick,,48.3333,-117.2944,United States,US,USA,Washington,Washington,US-WA,state,,162.0,217.0,217.0,3,America/Los_Angeles,False,1840021060
Clyde Hill,Clyde Hill,,47.6303,-122.218,United States,US,USA,Washington,Washington,US-WA,state,,1238.0,3386.0,3386.0,3,America/Los_Angeles,False,1840018413
Summit,Summit,,47.1694,-122.3628,United States,US,USA,Washington,Washington,US-WA,state,,679.0,8946.0,8946.0,3,America/Los_Angeles,False,1840018456
Upper Mill,Upper Mill,,47.1934,-121.9271,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840033779
Wenatchee,Wenatchee,,47.4356,-120.3283,United States,US,USA,Washington,Washington,US-WA,state,,1312.0,72350.0,34360.0,3,America/Los_Angeles,False,1840021074
Ernies Grove,Ernies Grove,,47.5351,-121.7454,United States,US,USA,Washington,Washington,US-WA,state,,116.5,,,4,America/Los_Angeles,False,1840120506
Hyak,Hyak,,47.3929,-121.3929,United States,US,USA,Washington,Washington,US-WA,state,,69.4,,,4,America/Los_Angeles,False,1840037777
Miller River,Miller River,,47.7198,-121.3984,United States,US,USA,Washington,Washington,US-WA,state,,4.8,,,5,America/Los_Angeles,False,1840120589
Torboy,Torboy,,48.6772,-118.6689,United States,US,USA,Washington,Washington,US-WA,state,,43.0,105.0,105.0,3,America/Los_Angeles,False,1840026090
Maxwelton,Maxwelton,,47.9373,-122.4443,United States,US,USA,Washington,Washington,US-WA,state,,194.6,,,4,America/Los_Angeles,False,1840037681
Marysville,Marysville,,48.0809,-122.1561,United States,US,USA,Washington,Washington,US-WA,state,,1308.0,170009.0,70298.0,2,America/Los_Angeles,False,1840019789
Hanson,Hanson,,47.7285,-119.0081,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120140
Alderwood Manor,Alderwood Manor,,47.8147,-122.2672,United States,US,USA,Washington,Washington,US-WA,state,,1930.0,9579.0,9579.0,3,America/Los_Angeles,False,1840017323
Aberdeen Gardens,Aberdeen Gardens,,47.0587,-123.7791,United States,US,USA,Washington,Washington,US-WA,state,,80.0,337.0,337.0,3,America/Los_Angeles,False,1840037845
Acme,Acme,,48.7145,-122.2293,United States,US,USA,Washington,Washington,US-WA,state,,6.0,108.0,108.0,3,America/Los_Angeles,False,1840017288
North Bonneville,North Bonneville,,45.6425,-121.9692,United States,US,USA,Washington,Washington,US-WA,state,,153.0,1007.0,1007.0,3,America/Los_Angeles,False,1840019903
Appleton,Appleton,,45.8118,-121.2712,United States,US,USA,Washington,Washington,US-WA,state,,12.6,,,4,America/Los_Angeles,False,1840120418
Custer,Custer,,48.9143,-122.6397,United States,US,USA,Washington,Washington,US-WA,state,,28.0,133.0,133.0,3,America/Los_Angeles,False,1840018344
Dallesport,Dallesport,,45.6316,-121.1749,United States,US,USA,Washington,Washington,US-WA,state,,86.0,1515.0,1515.0,3,America/Los_Angeles,False,1840018525
La Push,La Push,,47.9087,-124.6366,United States,US,USA,Washington,Washington,US-WA,state,,149.1,,,4,America/Los_Angeles,False,1840037839
Harrington,Harrington,,47.4802,-118.2554,United States,US,USA,Washington,Washington,US-WA,state,,413.0,418.0,418.0,3,America/Los_Angeles,False,1840019819
Bedal,Bedal,,48.0987,-121.3959,United States,US,USA,Washington,Washington,US-WA,state,,3.7,,,5,America/Los_Angeles,False,1840120432
Beebe,Beebe,,47.839,-119.9509,United States,US,USA,Washington,Washington,US-WA,state,,3.3,,,5,America/Los_Angeles,False,1840120433
Terrace Heights,Terrace Heights,,46.6024,-120.4482,United States,US,USA,Washington,Washington,US-WA,state,,409.0,8507.0,8507.0,3,America/Los_Angeles,False,1840018465
Liberty Lake,Liberty Lake,,47.6687,-117.1032,United States,US,USA,Washington,Washington,US-WA,state,,687.0,10956.0,10956.0,3,America/Los_Angeles,False,1840037678
Buckley,Buckley,,47.1615,-122.02,United States,US,USA,Washington,Washington,US-WA,state,,505.0,5058.0,5058.0,3,America/Los_Angeles,False,1840018455
Gifford,Gifford,,48.3063,-118.1464,United States,US,USA,Washington,Washington,US-WA,state,,2.2,,,5,America/Los_Angeles,False,1840037767
Gilbert,Gilbert,,48.4568,-120.5604,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120524
Ione,Ione,,48.7401,-117.4215,United States,US,USA,Washington,Washington,US-WA,state,,343.0,472.0,472.0,3,America/Los_Angeles,False,1840021061
Disque,Disque,,48.139,-123.7705,United States,US,USA,Washington,Washington,US-WA,state,,69.5,,,4,America/Los_Angeles,False,1840120487
Parkwater,Parkwater,,47.6763,-117.3319,United States,US,USA,Washington,Washington,US-WA,state,,712.2,,,4,America/Los_Angeles,False,1840120304
Pacific,Pacific,,47.261,-122.2507,United States,US,USA,Washington,Washington,US-WA,state,,1145.0,7178.0,7178.0,3,America/Los_Angeles,False,1840019834
Oysterville,Oysterville,,46.549,-124.0282,United States,US,USA,Washington,Washington,US-WA,state,,33.8,,,4,America/Los_Angeles,False,1840037698
Otis Orchards,Otis Orchards,,47.7005,-117.1063,United States,US,USA,Washington,Washington,US-WA,state,,588.9,,,3,America/Los_Angeles,False,1840037696
Ostrander,Ostrander,,46.1926,-122.8921,United States,US,USA,Washington,Washington,US-WA,state,,127.0,,,4,America/Los_Angeles,False,1840037695
Camano,Camano,,48.1865,-122.4708,United States,US,USA,Washington,Washington,US-WA,state,,165.0,17042.0,17042.0,3,America/Los_Angeles,False,1840037492
Holly,Holly,,47.5576,-122.9785,United States,US,USA,Washington,Washington,US-WA,state,,23.6,,,4,America/Los_Angeles,False,1840037775
Hollywood Beach,Hollywood Beach,,47.9276,-120.2126,United States,US,USA,Washington,Washington,US-WA,state,,31.8,,,4,America/Los_Angeles,False,1840120546
Supplee,Supplee,,47.6518,-119.8828,United States,US,USA,Washington,Washington,US-WA,state,,0.2,,,5,America/Los_Angeles,False,1840120665
Basin City,Basin City,,46.5891,-119.1567,United States,US,USA,Washington,Washington,US-WA,state,,146.0,1209.0,1209.0,3,America/Los_Angeles,False,1840017379
Landsburg,Landsburg,,47.3748,-121.9718,United States,US,USA,Washington,Washington,US-WA,state,,57.1,,,4,America/Los_Angeles,False,1840120569
Silver Lake,Silver Lake,,46.2973,-122.8107,United States,US,USA,Washington,Washington,US-WA,state,,45.1,,,4,America/Los_Angeles,False,1840037509
Shelter Bay,Shelter Bay,,48.3804,-122.5182,United States,US,USA,Washington,Washington,US-WA,state,,682.6,,,3,America/Los_Angeles,False,1840139288
Glenwood,Glenwood,,46.0228,-121.2925,United States,US,USA,Washington,Washington,US-WA,state,,104.0,254.0,254.0,3,America/Los_Angeles,False,1840037769
Ephrata,Ephrata,,47.3122,-119.534,United States,US,USA,Washington,Washington,US-WA,state,,301.0,8136.0,8136.0,3,America/Los_Angeles,False,1840019813
West Blakely,West Blakely,,47.5982,-122.5396,United States,US,USA,Washington,Washington,US-WA,state,,332.2,,,4,America/Los_Angeles,False,1840120359
Waterman Point,Waterman Point,,47.5845,-122.5699,United States,US,USA,Washington,Washington,US-WA,state,,319.8,,,4,America/Los_Angeles,False,1840120357
Waterman,Waterman,,47.5734,-122.5807,United States,US,USA,Washington,Washington,US-WA,state,,365.4,,,4,America/Los_Angeles,False,1840120356
Wautauga Beach,Wautauga Beach,,47.5862,-122.5482,United States,US,USA,Washington,Washington,US-WA,state,,261.7,,,4,America/Los_Angeles,False,1840037725
West Beach,West Beach,,48.6873,-122.9577,United States,US,USA,Washington,Washington,US-WA,state,,73.6,,,4,America/Los_Angeles,False,1840120358
Wellpinit,Wellpinit,,47.8879,-117.988,United States,US,USA,Washington,Washington,US-WA,state,,109.9,,,4,America/Los_Angeles,False,1840037726
New London,New London,,47.0573,-123.9271,United States,US,USA,Washington,Washington,US-WA,state,,22.5,,,4,America/Los_Angeles,False,1840037504
National,National,,46.7565,-122.0559,United States,US,USA,Washington,Washington,US-WA,state,,13.1,,,4,America/Los_Angeles,False,1840120599
Nisqually Indian Community,Nisqually Indian Community,,47.0178,-122.6728,United States,US,USA,Washington,Washington,US-WA,state,,86.0,631.0,631.0,3,America/Los_Angeles,False,1840074509
Soap Lake,Soap Lake,,47.3914,-119.4892,United States,US,USA,Washington,Washington,US-WA,state,,402.0,1603.0,1603.0,3,America/Los_Angeles,False,1840021102
Similk Beach,Similk Beach,,48.4479,-122.5779,United States,US,USA,Washington,Washington,US-WA,state,,269.4,,,4,America/Los_Angeles,False,1840037712
Oak Harbor,Oak Harbor,,48.2965,-122.6333,United States,US,USA,Washington,Washington,US-WA,state,,943.0,35228.0,23565.0,3,America/Los_Angeles,False,1840019779
Mabton,Mabton,,46.2114,-119.9938,United States,US,USA,Washington,Washington,US-WA,state,,1057.0,2514.0,2268.0,3,America/Los_Angeles,False,1840019873
Mattawa,Mattawa,,46.737,-119.904,United States,US,USA,Washington,Washington,US-WA,state,,1992.0,5349.0,4758.0,3,America/Los_Angeles,False,1840022292
Frontier,Frontier,,48.9996,-117.8311,United States,US,USA,Washington,Washington,US-WA,state,,2.7,,,5,America/Los_Angeles,False,1840120519
Loon Lake,Loon Lake,,48.0685,-117.6297,United States,US,USA,Washington,Washington,US-WA,state,,92.0,780.0,780.0,3,America/Los_Angeles,False,1840023998
Hoodsport,Hoodsport,,47.402,-123.1542,United States,US,USA,Washington,Washington,US-WA,state,,49.0,134.0,134.0,3,America/Los_Angeles,False,1840025233
Curlew,Curlew,,48.8777,-118.6045,United States,US,USA,Washington,Washington,US-WA,state,,50.0,100.0,100.0,3,America/Los_Angeles,False,1840025242
Grapeview,Grapeview,,47.3316,-122.8413,United States,US,USA,Washington,Washington,US-WA,state,,82.0,784.0,784.0,3,America/Los_Angeles,False,1840037554
Clallam Bay,Clallam Bay,,48.2536,-124.2579,United States,US,USA,Washington,Washington,US-WA,state,,339.0,497.0,497.0,3,America/Los_Angeles,False,1840025247
Malott,Malott,,48.2919,-119.6954,United States,US,USA,Washington,Washington,US-WA,state,,176.0,840.0,840.0,3,America/Los_Angeles,False,1840025236
Manson,Manson,,47.8858,-120.1563,United States,US,USA,Washington,Washington,US-WA,state,,411.0,1336.0,1336.0,3,America/Los_Angeles,False,1840025246
Van Horn,Van Horn,,48.5165,-121.7054,United States,US,USA,Washington,Washington,US-WA,state,,25.9,,,4,America/Los_Angeles,False,1840120680
Thornton,Thornton,,47.1207,-117.3896,United States,US,USA,Washington,Washington,US-WA,state,,10.7,,,4,America/Los_Angeles,False,1840037512
